timeStamp;elapsed;label;responseCode;responseMessage;threadName;success;failureMessage;grpThreads;allThreads;URL;Latency;SampleCount;ErrorCount;IdleTime;Connect
1,54478E+12;31505;Get Página Inicial;200;OK;Thread Group 1-92;true;;200;200;https://homologacao.ufms.br/siscad/;10952;1;0;0;9622
1,54478E+12;31452;Get Página Inicial;200;OK;Thread Group 1-117;true;;200;200;https://homologacao.ufms.br/siscad/;8209;1;0;0;7931
1,54478E+12;31336;Get Página Inicial;200;OK;Thread Group 1-148;true;;200;200;https://homologacao.ufms.br/siscad/;7053;1;0;0;6927
1,54478E+12;31396;Get Página Inicial;200;OK;Thread Group 1-137;true;;200;200;https://homologacao.ufms.br/siscad/;7147;1;0;0;7003
1,54478E+12;31778;Get Página Inicial;200;OK;Thread Group 1-27;true;;200;200;https://homologacao.ufms.br/siscad/;11110;1;0;0;9805
1,54478E+12;31163;Get Página Inicial;200;OK;Thread Group 1-193;true;;200;200;https://homologacao.ufms.br/siscad/;9354;1;0;0;9138
1,54478E+12;31369;Get Página Inicial;200;OK;Thread Group 1-151;true;;200;200;https://homologacao.ufms.br/siscad/;6968;1;0;0;6893
1,54478E+12;31634;Get Página Inicial;200;OK;Thread Group 1-95;true;;200;200;https://homologacao.ufms.br/siscad/;8525;1;0;0;8310
1,54478E+12;31416;Get Página Inicial;200;OK;Thread Group 1-142;true;;200;200;https://homologacao.ufms.br/siscad/;7075;1;0;0;6937
1,54478E+12;31536;Get Página Inicial;200;OK;Thread Group 1-120;true;;200;200;https://homologacao.ufms.br/siscad/;10946;1;0;0;10698
1,54478E+12;31800;Get Página Inicial;200;OK;Thread Group 1-23;true;;200;200;https://homologacao.ufms.br/siscad/;7512;1;0;0;7335
1,54478E+12;31596;Get Página Inicial;200;OK;Thread Group 1-114;true;;200;200;https://homologacao.ufms.br/siscad/;7249;1;0;0;7056
1,54478E+12;32103;Get Página Inicial;200;OK;Thread Group 1-8;true;;200;200;https://homologacao.ufms.br/siscad/;10559;1;0;0;9770
1,54478E+12;31596;Get Página Inicial;200;OK;Thread Group 1-166;true;;200;200;https://homologacao.ufms.br/siscad/;10060;1;0;0;9256
1,54478E+12;31620;Get Página Inicial;200;OK;Thread Group 1-162;true;;200;200;https://homologacao.ufms.br/siscad/;10745;1;0;0;10605
